########################################################################
# Average Occupancy for Pattern 4                                      
#                                                                          
# note: rows   = time-step 1 (= 4 AM) until time-step (= 3:50 AM)      
#       column = cumulative percentage of individuals for each state   
#				 column 1 = at home and awake                          
#                column 2 = sleeping                                   
#                column 3 = absent				                       
########################################################################

0.03,0.88,1.00
0.03,0.88,1.00
0.03,0.88,1.00
0.03,0.88,1.00
0.02,0.89,1.00
0.02,0.89,1.00
0.03,0.89,1.00
0.03,0.89,1.00
0.02,0.89,1.00
0.03,0.89,1.00
0.03,0.90,1.00
0.03,0.90,1.00
0.04,0.90,1.00
0.03,0.90,1.00
0.04,0.91,1.00
0.05,0.92,1.00
0.06,0.92,1.00
0.06,0.93,1.00
0.07,0.93,1.00
0.08,0.93,1.00
0.09,0.94,1.00
0.11,0.94,1.00
0.12,0.94,1.00
0.13,0.94,1.00
0.17,0.94,1.00
0.18,0.94,1.00
0.20,0.94,1.00
0.25,0.94,1.00
0.25,0.93,1.00
0.26,0.93,1.00
0.32,0.91,1.00
0.34,0.91,1.00
0.35,0.90,1.00
0.39,0.90,1.00
0.40,0.89,1.00
0.40,0.88,1.00
0.44,0.84,1.00
0.45,0.83,1.00
0.45,0.82,1.00
0.48,0.81,1.00
0.51,0.81,1.00
0.52,0.80,1.00
0.56,0.79,1.00
0.56,0.79,1.00
0.54,0.77,1.00
0.55,0.76,1.00
0.56,0.75,1.00
0.58,0.76,1.00
0.60,0.75,1.00
0.62,0.76,1.00
0.62,0.75,1.00
0.63,0.75,1.00
0.63,0.75,1.00
0.63,0.75,1.00
0.64,0.75,1.00
0.64,0.75,1.00
0.63,0.74,1.00
0.61,0.71,1.00
0.59,0.69,1.00
0.57,0.66,1.00
0.53,0.61,1.00
0.51,0.59,1.00
0.50,0.58,1.00
0.49,0.56,1.00
0.48,0.55,1.00
0.47,0.54,1.00
0.45,0.51,1.00
0.47,0.52,1.00
0.47,0.52,1.00
0.46,0.51,1.00
0.46,0.52,1.00
0.45,0.51,1.00
0.44,0.48,1.00
0.45,0.49,1.00
0.45,0.49,1.00
0.45,0.48,1.00
0.44,0.47,1.00
0.44,0.47,1.00
0.43,0.46,1.00
0.44,0.46,1.00
0.44,0.46,1.00
0.44,0.46,1.00
0.43,0.45,1.00
0.41,0.43,1.00
0.39,0.41,1.00
0.41,0.42,1.00
0.40,0.41,1.00
0.39,0.40,1.00
0.39,0.40,1.00
0.36,0.37,1.00
0.34,0.35,1.00
0.34,0.35,1.00
0.32,0.32,1.00
0.29,0.30,1.00
0.27,0.27,1.00
0.26,0.26,1.00
0.24,0.24,1.00
0.22,0.22,1.00
0.21,0.21,1.00
0.19,0.19,1.00
0.17,0.17,1.00
0.16,0.16,1.00
0.14,0.14,1.00
0.14,0.14,1.00
0.13,0.13,1.00
0.13,0.13,1.00
0.12,0.12,1.00
0.11,0.12,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.10,1.00
0.10,0.11,1.00
0.11,0.11,1.00
0.11,0.12,1.00
0.12,0.13,1.00
0.12,0.13,1.00
0.13,0.14,1.00
0.14,0.17,1.00
0.12,0.18,1.00
0.14,0.20,1.00
0.15,0.22,1.00
0.14,0.24,1.00
0.14,0.27,1.00
0.14,0.28,1.00
0.13,0.30,1.00
0.13,0.32,1.00
0.12,0.34,1.00
0.11,0.36,1.00
0.11,0.38,1.00
0.10,0.39,1.00
0.09,0.43,1.00
0.09,0.45,1.00
0.08,0.46,1.00
0.06,0.47,1.00
0.06,0.49,1.00
0.06,0.51,1.00
