########################################################################
# Average Occupancy for Pattern 6                                      
#                                                                          
# note: rows   = time-step 1 (= 4 AM) until time-step (= 3:50 AM)      
#       column = cumulative percentage of individuals for each state   
#				 column 1 = at home and awake                          
#                column 2 = sleeping                                   
#                column 3 = absent				                       
########################################################################

0.01,0.98,1.00
0.01,0.98,1.00
0.01,0.98,1.00
0.01,0.98,1.00
0.01,0.98,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.02,0.99,1.00
0.03,0.99,1.00
0.03,0.99,1.00
0.05,0.99,1.00
0.07,0.99,1.00
0.08,0.99,1.00
0.18,0.98,1.00
0.22,0.98,1.00
0.23,0.97,1.00
0.29,0.95,1.00
0.31,0.93,1.00
0.35,0.91,1.00
0.42,0.87,1.00
0.45,0.85,1.00
0.46,0.82,1.00
0.51,0.81,1.00
0.51,0.78,1.00
0.50,0.75,1.00
0.53,0.72,1.00
0.54,0.71,1.00
0.53,0.68,1.00
0.52,0.65,1.00
0.50,0.61,1.00
0.46,0.58,1.00
0.46,0.54,1.00
0.46,0.53,1.00
0.47,0.53,1.00
0.45,0.50,1.00
0.46,0.50,1.00
0.44,0.48,1.00
0.43,0.46,1.00
0.44,0.46,1.00
0.43,0.45,1.00
0.43,0.45,1.00
0.44,0.45,1.00
0.44,0.45,1.00
0.49,0.49,1.00
0.50,0.50,1.00
0.50,0.51,1.00
0.50,0.51,1.00
0.49,0.50,1.00
0.49,0.49,1.00
0.43,0.44,1.00
0.42,0.43,1.00
0.40,0.41,1.00
0.37,0.38,1.00
0.33,0.35,1.00
0.30,0.32,1.00
0.26,0.27,1.00
0.25,0.26,1.00
0.24,0.25,1.00
0.21,0.22,1.00
0.18,0.19,1.00
0.18,0.18,1.00
0.16,0.17,1.00
0.16,0.16,1.00
0.15,0.16,1.00
0.14,0.15,1.00
0.14,0.15,1.00
0.13,0.14,1.00
0.12,0.12,1.00
0.13,0.13,1.00
0.14,0.15,1.00
0.14,0.15,1.00
0.15,0.15,1.00
0.16,0.16,1.00
0.16,0.17,1.00
0.19,0.20,1.00
0.20,0.21,1.00
0.20,0.20,1.00
0.21,0.21,1.00
0.22,0.22,1.00
0.22,0.23,1.00
0.22,0.23,1.00
0.22,0.22,1.00
0.20,0.21,1.00
0.20,0.20,1.00
0.19,0.19,1.00
0.17,0.17,1.00
0.16,0.16,1.00
0.16,0.16,1.00
0.15,0.15,1.00
0.15,0.15,1.00
0.15,0.15,1.00
0.15,0.16,1.00
0.17,0.18,1.00
0.18,0.18,1.00
0.20,0.20,1.00
0.21,0.22,1.00
0.23,0.23,1.00
0.24,0.26,1.00
0.26,0.28,1.00
0.27,0.30,1.00
0.30,0.33,1.00
0.32,0.36,1.00
0.34,0.39,1.00
0.33,0.44,1.00
0.36,0.49,1.00
0.37,0.53,1.00
0.37,0.57,1.00
0.38,0.61,1.00
0.38,0.64,1.00
0.32,0.69,1.00
0.32,0.74,1.00
0.30,0.77,1.00
0.24,0.79,1.00
0.21,0.82,1.00
0.17,0.85,1.00
0.13,0.89,1.00
0.10,0.92,1.00
0.09,0.93,1.00
0.06,0.95,1.00
0.05,0.96,1.00
0.04,0.97,1.00
0.02,0.98,1.00
0.02,0.99,1.00
0.01,0.99,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.00,1.00,1.00
0.01,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
