########################################################################
# Average Occupancy for Pattern 2                                      
#                                                                          
# note: rows   = time-step 1 (= 4 AM) until time-step (= 3:50 AM)      
#       column = cumulative percentage of individuals for each state   
#				 column 1 = at home and awake                          
#                column 2 = sleeping                                   
#                column 3 = absent				                       
########################################################################

0.01,1.00,1.00
0.01,1.00,1.00
0.02,1.00,1.00
0.02,1.00,1.00
0.02,1.00,1.00
0.02,1.00,1.00
0.03,1.00,1.00
0.03,1.00,1.00
0.03,1.00,1.00
0.04,1.00,1.00
0.04,1.00,1.00
0.05,1.00,1.00
0.08,1.00,1.00
0.10,1.00,1.00
0.11,1.00,1.00
0.14,1.00,1.00
0.16,0.99,1.00
0.18,1.00,1.00
0.28,0.99,1.00
0.32,0.99,1.00
0.36,0.99,1.00
0.42,0.98,1.00
0.49,0.98,1.00
0.52,0.98,1.00
0.62,0.97,1.00
0.66,0.96,1.00
0.68,0.95,1.00
0.71,0.93,1.00
0.75,0.93,1.00
0.77,0.93,1.00
0.80,0.91,1.00
0.81,0.90,1.00
0.81,0.89,1.00
0.82,0.89,1.00
0.82,0.88,1.00
0.83,0.88,1.00
0.83,0.87,1.00
0.83,0.87,1.00
0.83,0.86,1.00
0.83,0.86,1.00
0.85,0.87,1.00
0.86,0.88,1.00
0.87,0.89,1.00
0.89,0.91,1.00
0.90,0.92,1.00
0.91,0.92,1.00
0.91,0.92,1.00
0.92,0.92,1.00
0.93,0.93,1.00
0.94,0.94,1.00
0.94,0.95,1.00
0.94,0.95,1.00
0.94,0.95,1.00
0.94,0.95,1.00
0.93,0.95,1.00
0.93,0.95,1.00
0.92,0.95,1.00
0.92,0.95,1.00
0.92,0.95,1.00
0.91,0.95,1.00
0.90,0.93,1.00
0.90,0.93,1.00
0.90,0.92,1.00
0.90,0.92,1.00
0.90,0.92,1.00
0.90,0.92,1.00
0.90,0.91,1.00
0.90,0.91,1.00
0.89,0.90,1.00
0.89,0.90,1.00
0.90,0.91,1.00
0.90,0.90,1.00
0.90,0.91,1.00
0.91,0.91,1.00
0.92,0.92,1.00
0.92,0.92,1.00
0.91,0.92,1.00
0.91,0.92,1.00
0.92,0.93,1.00
0.92,0.93,1.00
0.93,0.93,1.00
0.93,0.94,1.00
0.94,0.94,1.00
0.94,0.95,1.00
0.96,0.96,1.00
0.96,0.96,1.00
0.96,0.96,1.00
0.96,0.96,1.00
0.96,0.96,1.00
0.97,0.97,1.00
0.98,0.98,1.00
0.97,0.97,1.00
0.97,0.97,1.00
0.98,0.98,1.00
0.98,0.98,1.00
0.98,0.98,1.00
0.99,0.99,1.00
0.99,0.99,1.00
0.99,0.99,1.00
0.98,0.99,1.00
0.98,0.99,1.00
0.98,0.99,1.00
0.97,0.99,1.00
0.97,0.99,1.00
0.97,0.99,1.00
0.96,0.99,1.00
0.95,0.99,1.00
0.94,0.99,1.00
0.87,0.99,1.00
0.85,0.99,1.00
0.82,0.99,1.00
0.77,0.99,1.00
0.72,0.99,1.00
0.69,1.00,1.00
0.55,1.00,1.00
0.49,1.00,1.00
0.45,1.00,1.00
0.39,1.00,1.00
0.34,1.00,1.00
0.32,1.00,1.00
0.26,1.00,1.00
0.24,1.00,1.00
0.23,1.00,1.00
0.20,1.00,1.00
0.19,1.00,1.00
0.18,1.00,1.00
0.14,1.00,1.00
0.13,1.00,1.00
0.13,1.00,1.00
0.12,1.00,1.00
0.11,1.00,1.00
0.10,1.00,1.00
0.08,1.00,1.00
0.07,1.00,1.00
0.06,1.00,1.00
0.06,1.00,1.00
0.05,1.00,1.00
0.05,1.00,1.00
0.05,1.00,1.00
0.05,1.00,1.00
0.05,1.00,1.00
0.05,1.00,1.00
0.04,1.00,1.00
0.04,1.00,1.00
