########################################################################
# Average Occupancy for Pattern 3                                      
#                                                                          
# note: rows   = time-step 1 (= 4 AM) until time-step (= 3:50 AM)      
#       column = cumulative percentage of individuals for each state   
#				 column 1 = at home and awake                          
#                column 2 = sleeping                                   
#                column 3 = absent				                       
########################################################################

0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.01,0.99,1.00
0.02,0.99,1.00
0.02,0.99,1.00
0.02,0.99,1.00
0.02,0.99,1.00
0.02,0.99,1.00
0.02,0.99,1.00
0.02,0.99,1.00
0.04,0.99,1.00
0.05,0.99,1.00
0.05,0.99,1.00
0.08,0.99,1.00
0.09,0.99,1.00
0.10,0.99,1.00
0.17,0.98,1.00
0.20,0.98,1.00
0.23,0.98,1.00
0.27,0.96,1.00
0.29,0.95,1.00
0.30,0.94,1.00
0.37,0.92,1.00
0.39,0.91,1.00
0.41,0.89,1.00
0.45,0.89,1.00
0.48,0.88,1.00
0.49,0.87,1.00
0.53,0.83,1.00
0.55,0.83,1.00
0.56,0.81,1.00
0.58,0.80,1.00
0.58,0.78,1.00
0.59,0.77,1.00
0.59,0.72,1.00
0.61,0.72,1.00
0.60,0.70,1.00
0.59,0.68,1.00
0.61,0.68,1.00
0.61,0.67,1.00
0.62,0.66,1.00
0.63,0.67,1.00
0.64,0.68,1.00
0.66,0.69,1.00
0.67,0.70,1.00
0.69,0.71,1.00
0.73,0.75,1.00
0.76,0.78,1.00
0.77,0.79,1.00
0.79,0.81,1.00
0.81,0.82,1.00
0.81,0.83,1.00
0.82,0.84,1.00
0.82,0.85,1.00
0.82,0.84,1.00
0.80,0.83,1.00
0.78,0.82,1.00
0.77,0.81,1.00
0.72,0.76,1.00
0.71,0.76,1.00
0.70,0.75,1.00
0.69,0.73,1.00
0.68,0.72,1.00
0.67,0.71,1.00
0.65,0.68,1.00
0.64,0.67,1.00
0.64,0.66,1.00
0.63,0.65,1.00
0.63,0.66,1.00
0.64,0.66,1.00
0.65,0.66,1.00
0.66,0.67,1.00
0.67,0.68,1.00
0.67,0.68,1.00
0.68,0.69,1.00
0.69,0.69,1.00
0.69,0.70,1.00
0.71,0.72,1.00
0.72,0.73,1.00
0.74,0.75,1.00
0.75,0.76,1.00
0.76,0.76,1.00
0.78,0.79,1.00
0.80,0.81,1.00
0.81,0.81,1.00
0.81,0.81,1.00
0.82,0.82,1.00
0.82,0.82,1.00
0.82,0.82,1.00
0.82,0.83,1.00
0.82,0.83,1.00
0.82,0.83,1.00
0.82,0.82,1.00
0.82,0.82,1.00
0.83,0.83,1.00
0.83,0.84,1.00
0.84,0.84,1.00
0.84,0.85,1.00
0.84,0.85,1.00
0.85,0.86,1.00
0.84,0.87,1.00
0.84,0.88,1.00
0.84,0.88,1.00
0.83,0.89,1.00
0.82,0.89,1.00
0.80,0.90,1.00
0.74,0.91,1.00
0.72,0.92,1.00
0.69,0.92,1.00
0.64,0.93,1.00
0.59,0.93,1.00
0.56,0.94,1.00
0.43,0.94,1.00
0.38,0.95,1.00
0.34,0.96,1.00
0.29,0.96,1.00
0.25,0.97,1.00
0.21,0.97,1.00
0.15,0.98,1.00
0.12,0.98,1.00
0.10,0.98,1.00
0.08,0.99,1.00
0.07,0.99,1.00
0.05,0.99,1.00
0.03,0.99,1.00
0.03,0.99,1.00
0.02,1.00,1.00
0.02,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
0.01,1.00,1.00
